Geneid	AML_PB.bam	CD34_PB.bam
ENSG00000255029	1	0
ENSG00000228901	4	102
ENSG00000254540	0	0
ENSG00000255272	0	0
ENSG00000183161	887	248
ENSG00000286521	0	0
ENSG00000254418	0	1
ENSG00000254784	0	0
ENSG00000167333	892	885
ENSG00000246225	62	115
ENSG00000286275	0	0
ENSG00000254516	0	0
ENSG00000254594	0	0
ENSG00000152219	1882	1481
ENSG00000254577	98	115
ENSG00000254816	0	0
ENSG00000255281	0	0
ENSG00000255308	8	1
ENSG00000129158	670	308
ENSG00000121691	20403	26580
ENSG00000255401	0	1
ENSG00000255293	3	1
ENSG00000255270	0	0
ENSG00000149100	13828	4502
ENSG00000166478	678	334
ENSG00000255347	0	4
ENSG00000281880	0	0
ENSG00000241255	66	200
ENSG00000255117	0	0
ENSG00000238184	77	11
ENSG00000254564	0	0
ENSG00000254934	1	0
ENSG00000109851	0	0
ENSG00000110422	15338	1589
ENSG00000276789	0	0
ENSG00000255092	87	141
ENSG00000255525	0	0
ENSG00000255536	0	0
ENSG00000170255	0	0
ENSG00000129151	0	0
ENSG00000287227	1	0
ENSG00000285658	3	3
ENSG00000187398	1	1
ENSG00000283341	35	10
ENSG00000166689	96	94
ENSG00000254819	0	0
ENSG00000135387	20635	5093
ENSG00000270607	0	0
ENSG00000255511	0	0
ENSG00000166181	2370	2910
ENSG00000242729	3	1
ENSG00000255161	0	0
ENSG00000213713	89	24
ENSG00000228061	6	14
ENSG00000179431	8	10
ENSG00000254532	1	11
ENSG00000254619	0	0
ENSG00000254606	0	0
ENSG00000177447	21	51
ENSG00000255462	0	0
ENSG00000255186	3	0
ENSG00000254627	0	0
ENSG00000253179	0	0
ENSG00000255534	0	0
ENSG00000254645	1	0
ENSG00000279004	0	0
ENSG00000254567	0	0
ENSG00000254993	0	0
ENSG00000254695	0	0
ENSG00000229361	0	0
ENSG00000258817	0	0
ENSG00000110700	55575	7019
ENSG00000265973	0	0
ENSG00000255199	0	0
ENSG00000255551	0	0
ENSG00000254861	0	0
ENSG00000254427	4	21
ENSG00000254754	0	0
ENSG00000254517	0	0
ENSG00000254560	3	0
ENSG00000255167	0	0
ENSG00000254725	0	0
ENSG00000255304	0	0
ENSG00000254463	4	3
ENSG00000184937	321	48
ENSG00000283605	0	0
ENSG00000260811	0	0
ENSG00000197601	3696	860
ENSG00000205035	0	0
ENSG00000254780	1	7
ENSG00000276637	0	0
ENSG00000249867	0	1
ENSG00000255111	0	0
ENSG00000255532	0	0
ENSG00000233301	0	0
ENSG00000221954	0	0
ENSG00000255043	0	0
ENSG00000255227	0	0
ENSG00000240808	11	30
ENSG00000255563	0	0
ENSG00000133818	83	58
ENSG00000255268	0	0
ENSG00000220948	0	0
ENSG00000255193	1	0
ENSG00000213607	0	0
ENSG00000254547	0	0
ENSG00000255244	0	0
ENSG00000254674	0	0
ENSG00000244313	3359	2170
ENSG00000255338	0	0
ENSG00000254465	1	0
ENSG00000254472	0	0
ENSG00000197161	0	0
ENSG00000272882	0	0
ENSG00000287538	0	0
ENSG00000244267	41	2
ENSG00000279675	2	1
ENSG00000254907	8	8
ENSG00000262655	9	542
ENSG00000255110	0	0
ENSG00000255490	0	0
ENSG00000255477	0	0
ENSG00000255215	0	0
ENSG00000110514	12339	2445
ENSG00000255123	0	0
ENSG00000255271	0	0
ENSG00000254496	0	1
ENSG00000255190	0	0
ENSG00000254576	0	0
ENSG00000270903	30	13
ENSG00000255088	0	0
ENSG00000255133	8	0
ENSG00000255019	0	0
ENSG00000255060	7	1
ENSG00000255452	0	0
ENSG00000255109	0	2
ENSG00000245573	111	87
ENSG00000025434	1762	844
ENSG00000285705	0	0
ENSG00000176567	0	0
ENSG00000255550	0	0
ENSG00000255204	0	0
ENSG00000214883	4	3
ENSG00000254940	0	0
ENSG00000236919	0	0
ENSG00000255086	0	0
ENSG00000110429	1186	1561
ENSG00000254668	0	0
ENSG00000254836	0	0
ENSG00000277803	0	0
ENSG00000254686	0	0
ENSG00000205030	0	0
ENSG00000214891	0	0
ENSG00000251557	9	10
ENSG00000086205	0	54
ENSG00000198168	1368	1423
ENSG00000184789	0	0
ENSG00000254728	0	0
ENSG00000255442	0	0
ENSG00000255053	0	0
ENSG00000254832	0	0
ENSG00000170946	393	232
ENSG00000255416	0	0
ENSG00000166796	138	0
ENSG00000186113	0	0
ENSG00000255297	0	0
ENSG00000255113	0	0
ENSG00000181943	0	0
ENSG00000182565	0	0
ENSG00000254920	0	0
ENSG00000254487	0	0
ENSG00000219061	0	0
ENSG00000254801	0	0
ENSG00000205213	157	163
ENSG00000254408	0	0
ENSG00000134575	218	679
ENSG00000186124	1	0
ENSG00000255433	0	0
ENSG00000254840	1	0
ENSG00000255527	0	0
ENSG00000176547	0	0
ENSG00000275725	0	0
ENSG00000227160	0	0
ENSG00000254828	0	0
ENSG00000240881	2	7
ENSG00000255349	0	0
ENSG00000255514	0	1
ENSG00000254879	1	0
ENSG00000255078	0	0
ENSG00000254637	0	0
ENSG00000255001	0	0
ENSG00000254764	0	0
ENSG00000123447	0	0
ENSG00000254800	0	0
ENSG00000249910	0	0
ENSG00000166840	7	22
ENSG00000256746	23	1
ENSG00000197254	0	0
ENSG00000226268	120	435
ENSG00000255427	0	0
ENSG00000260595	0	0
ENSG00000288434	1	0
ENSG00000279761	0	0
ENSG00000254412	0	0
ENSG00000030066	3364	2052
ENSG00000255543	0	0
ENSG00000186509	3	0
ENSG00000256897	24	0
ENSG00000166007	0	0
ENSG00000279514	0	0
ENSG00000288177	0	0
ENSG00000254526	0	0
ENSG00000255096	0	0
ENSG00000255499	0	0
ENSG00000254624	0	0
ENSG00000254925	0	0
ENSG00000181837	0	0
ENSG00000255040	22	117
ENSG00000255523	0	0
ENSG00000186082	0	9
ENSG00000255214	0	0
ENSG00000149177	386	97
ENSG00000255283	0	0
ENSG00000183134	24	48
ENSG00000166326	10470	3850
ENSG00000255500	5	35
ENSG00000205044	0	0
ENSG00000110048	4113	2674
ENSG00000176555	0	0
ENSG00000172772	0	0
ENSG00000254807	0	0
ENSG00000197786	0	0
ENSG00000148935	76	47
ENSG00000286983	0	0
ENSG00000255042	7	108
ENSG00000149506	0	4
ENSG00000286382	0	0
ENSG00000135372	3835	1776
ENSG00000280288	0	0
ENSG00000274150	0	0
ENSG00000255489	0	0
ENSG00000255357	0	0
ENSG00000244176	0	2
ENSG00000175619	0	0
ENSG00000149182	7409	5817
ENSG00000221840	0	0
ENSG00000255375	1	0
ENSG00000254926	0	0
ENSG00000254919	0	0
ENSG00000254717	0	0
ENSG00000255202	0	0
ENSG00000255279	0	0
ENSG00000167996	16589	21595
ENSG00000149503	3079	24
ENSG00000254894	0	0
ENSG00000241228	2	0
ENSG00000175104	7542	998
ENSG00000135362	4293	403
ENSG00000110442	1329	1658
ENSG00000254927	0	0
ENSG00000124935	0	0
ENSG00000254518	1	1
ENSG00000285283	0	0
ENSG00000285895	3	2
ENSG00000186660	10982	684
ENSG00000225997	0	0
ENSG00000254508	0	0
ENSG00000183695	0	0
ENSG00000255333	0	0
ENSG00000216708	0	0
ENSG00000240975	13	92
ENSG00000271369	0	2
ENSG00000149124	8	0
ENSG00000255309	0	0
ENSG00000285010	0	0
ENSG00000255368	0	0
ENSG00000254708	9	82
ENSG00000255450	26	14
ENSG00000254544	0	0
ENSG00000280798	395	94
ENSG00000150244	0	1
ENSG00000255359	0	0
ENSG00000254738	0	0
ENSG00000254743	0	1
ENSG00000254669	0	0
ENSG00000170955	1	3
ENSG00000185238	819	655
ENSG00000254768	0	0
ENSG00000271350	0	1
ENSG00000227806	0	0
ENSG00000180423	187	186
ENSG00000272900	0	0
ENSG00000167825	0	0
ENSG00000187612	0	0
ENSG00000052841	9899	3628
ENSG00000162174	588	452
ENSG00000224411	765	3470
ENSG00000254589	13	39
ENSG00000279266	70	0
ENSG00000109911	709	532
ENSG00000166016	2055	23
ENSG00000255008	7	14
ENSG00000255451	1	0
ENSG00000255171	1	1
ENSG00000255553	1	6
ENSG00000236607	5	0
ENSG00000255139	49	15
ENSG00000172289	0	0
ENSG00000254562	0	0
ENSG00000175220	6470	2814
ENSG00000220204	0	0
ENSG00000085063	196	2365
ENSG00000121690	464	318
ENSG00000255118	0	2
ENSG00000254930	0	0
ENSG00000285231	1	0
ENSG00000166889	4953	302
ENSG00000255160	3	0
ENSG00000254822	0	0
ENSG00000166311	909	157
ENSG00000134827	15	59
ENSG00000254566	1	0
ENSG00000152270	7771	72
ENSG00000257058	2	2
ENSG00000176148	657	890
ENSG00000255418	85	61
ENSG00000149516	252	287
ENSG00000254734	0	0
ENSG00000255265	0	2
ENSG00000205177	0	0
ENSG00000254403	0	0
ENSG00000254584	4	4
ENSG00000254530	0	0
ENSG00000255252	0	0
ENSG00000270060	255	33
ENSG00000146670	2054	303
ENSG00000255073	0	0
ENSG00000242834	0	0
ENSG00000286450	1	0
ENSG00000270588	0	1
ENSG00000255520	3	0
ENSG00000255106	1	10
ENSG00000124942	21577	3334
ENSG00000148948	0	56
ENSG00000167995	594	117
ENSG00000254454	36	26
ENSG00000283217	0	0
ENSG00000234964	385	839
ENSG00000244535	4	22
ENSG00000168515	0	0
ENSG00000247151	49	35
ENSG00000269570	336	16
ENSG00000011347	3	0
ENSG00000247675	4	0
ENSG00000124900	0	0
ENSG00000241950	0	0
ENSG00000148942	0	0
ENSG00000183242	81	4
ENSG00000255218	0	0
ENSG00000149021	4	0
ENSG00000284639	0	0
ENSG00000173039	9268	2120
ENSG00000166959	0	0
ENSG00000255538	0	0
ENSG00000254477	23	19
ENSG00000255047	0	0
ENSG00000156689	266	36
ENSG00000255091	0	0
ENSG00000255331	2	5
ENSG00000240554	29	15
ENSG00000260233	247	138
ENSG00000255845	0	0
ENSG00000284873	12	0
ENSG00000129173	433	49
ENSG00000280321	0	0
ENSG00000157570	26	31
ENSG00000242527	65	5
ENSG00000254772	0	0
ENSG00000165973	1	0
ENSG00000279491	54	309
ENSG00000254438	3	0
ENSG00000270526	0	0
ENSG00000255508	166	33
ENSG00000237272	0	0
ENSG00000287373	0	0
ENSG00000254404	0	0
ENSG00000278952	28	9
ENSG00000270929	0	1
ENSG00000250659	14	8
ENSG00000148950	230	204
ENSG00000134812	0	0
ENSG00000205029	0	0
ENSG00000270117	0	0
ENSG00000254914	0	0
ENSG00000255393	0	1
ENSG00000255411	0	0
ENSG00000124939	1	0
ENSG00000176971	0	0
ENSG00000213445	9968	5510
ENSG00000110717	2732	2117
ENSG00000173621	1640	258
ENSG00000251562	46244	677596
ENSG00000197745	0	0
ENSG00000285533	326	190
ENSG00000166444	313	8
ENSG00000255058	1	2
ENSG00000243802	51	684
ENSG00000255431	0	0
ENSG00000255267	1	1
ENSG00000168061	445	211
ENSG00000255959	0	0
ENSG00000110107	7161	167
ENSG00000255446	41	1
ENSG00000254906	0	0
ENSG00000176102	1680	1458
ENSG00000261340	0	0
ENSG00000287264	1	8
ENSG00000175216	3560	1559
ENSG00000110719	8217	5911
ENSG00000149507	0	0
ENSG00000255306	49	5
ENSG00000242689	256	8
ENSG00000173599	53	34
ENSG00000134569	69	124
ENSG00000255126	0	0
ENSG00000110484	1	0
ENSG00000169519	419	438
ENSG00000285740	1	0
ENSG00000176697	16	8
ENSG00000179241	698	46
ENSG00000255355	4	1
ENSG00000006534	3946	340
ENSG00000213697	0	27
ENSG00000166902	1779	4853
ENSG00000284969	0	0
ENSG00000286418	0	0
ENSG00000285751	0	3
ENSG00000173727	41	84
ENSG00000260877	0	0
ENSG00000173465	1384	550
ENSG00000173327	7217	1477
ENSG00000255031	386	83
ENSG00000165912	134	43
ENSG00000285656	0	0
ENSG00000230851	1	1
ENSG00000271028	0	0
ENSG00000168060	50	910
ENSG00000254651	0	0
ENSG00000286369	95	23
ENSG00000149806	20760	3531
ENSG00000256813	0	0
ENSG00000279395	1	0
ENSG00000110104	603	538
ENSG00000255213	60	315
ENSG00000110025	97	12
ENSG00000254614	192	158
ENSG00000126391	2508	1374
ENSG00000254862	7	7
ENSG00000254605	0	1
ENSG00000285094	0	0
ENSG00000173825	167	143
ENSG00000254856	2	0
ENSG00000181995	1	0
ENSG00000172689	2	2
ENSG00000254537	0	0
ENSG00000255041	0	0
ENSG00000255505	0	0
ENSG00000254501	2	3
ENSG00000283393	0	0
ENSG00000271332	0	0
ENSG00000273819	1	8
ENSG00000204710	2	5
ENSG00000162139	2513	448
ENSG00000148943	1471	2200
ENSG00000255340	1	4
ENSG00000197847	2036	10
ENSG00000255421	42	2
ENSG00000255236	37	10
ENSG00000259854	0	0
ENSG00000132749	1217	962
ENSG00000254610	7	41
ENSG00000255081	4	15
ENSG00000173227	2	0
ENSG00000260679	0	0
ENSG00000171067	1639	328
ENSG00000287912	0	0
ENSG00000254672	0	0
ENSG00000174276	314	79
ENSG00000254479	10	4
ENSG00000254447	4	0
ENSG00000255519	3	2
ENSG00000248844	0	0
ENSG00000254582	1	0
ENSG00000251637	1	14
ENSG00000255395	0	0
ENSG00000251323	67	26
ENSG00000255003	0	0
ENSG00000255774	0	0
ENSG00000169550	0	0
ENSG00000254514	0	0
ENSG00000021300	57	238
ENSG00000255207	0	0
ENSG00000279297	0	0
ENSG00000162337	1265	438
ENSG00000118369	1611	26
ENSG00000255178	0	0
ENSG00000254746	0	0
ENSG00000245532	18187	19940
ENSG00000285816	14	3
ENSG00000255385	0	0
ENSG00000254512	0	0
ENSG00000246523	0	0
ENSG00000186895	0	0
ENSG00000255051	3	35
ENSG00000237706	0	0
ENSG00000256568	2	0
ENSG00000149798	9	1
ENSG00000255162	0	0
ENSG00000166013	0	0
ENSG00000234611	0	0
ENSG00000173653	1612	1070
ENSG00000255132	0	0
ENSG00000254885	1	1
ENSG00000175264	3	1
ENSG00000213333	0	0
ENSG00000255187	0	0
ENSG00000280430	0	2
ENSG00000287821	0	0
ENSG00000286665	0	1
ENSG00000283601	0	0
ENSG00000254579	0	2
ENSG00000260348	0	0
ENSG00000243672	7	34
ENSG00000204450	0	0
ENSG00000137513	1212	934
ENSG00000254915	2	0
ENSG00000280367	9	9
ENSG00000077514	1936	666
ENSG00000284722	1	156
ENSG00000280307	0	0
ENSG00000254803	0	0
ENSG00000270323	0	0
ENSG00000110092	27	6
ENSG00000166012	24561	3441
ENSG00000073921	6675	1513
ENSG00000248990	0	0
ENSG00000254417	0	0
ENSG00000254843	3	0
ENSG00000134627	7786	41
ENSG00000137478	15823	2202
ENSG00000255460	2	0
ENSG00000254655	0	0
ENSG00000254649	3	6
ENSG00000254563	0	0
ENSG00000255995	0	0
ENSG00000280010	42	2
ENSG00000180210	2	0
ENSG00000279438	0	0
ENSG00000166025	1149	434
ENSG00000235268	2	1
ENSG00000254747	0	0
ENSG00000270578	0	0
ENSG00000033327	7601	589
ENSG00000172927	2	4
ENSG00000279093	1	0
ENSG00000255391	1	2
ENSG00000197882	0	0
ENSG00000254721	0	0
ENSG00000278980	0	0
ENSG00000255928	1	5
ENSG00000278837	0	0
ENSG00000255855	0	0
ENSG00000256148	58	54
ENSG00000278929	0	0
ENSG00000260808	18	5
ENSG00000255540	0	0
ENSG00000255295	1	1
ENSG00000255235	0	0
ENSG00000214414	0	0
ENSG00000279603	0	0
ENSG00000255191	0	1
ENSG00000255203	0	0
ENSG00000268635	25	4
ENSG00000254888	0	0
ENSG00000137494	651	213
ENSG00000225581	0	0
ENSG00000270689	0	0
ENSG00000166004	1616	587
ENSG00000184384	86	199
ENSG00000150316	3639	1820
ENSG00000214391	570	10792
ENSG00000280201	0	0
ENSG00000261645	1	36
ENSG00000162344	0	0
ENSG00000254971	0	0
ENSG00000254437	0	0
ENSG00000110218	1478	336
ENSG00000279299	0	0
ENSG00000197692	0	1
ENSG00000255482	0	0
ENSG00000233536	7	0
ENSG00000255504	0	6
ENSG00000256779	7	52
ENSG00000245832	1	0
ENSG00000279045	0	0
ENSG00000255209	0	0
ENSG00000255929	0	0
ENSG00000279696	275	13
ENSG00000255539	2	0
ENSG00000254985	45	4
ENSG00000279341	0	0
ENSG00000178301	74	64
ENSG00000287917	9	6
ENSG00000279163	0	0
ENSG00000256007	2	0
ENSG00000186280	9	19
ENSG00000255084	3	8
ENSG00000256752	0	0
ENSG00000255305	0	0
ENSG00000281655	0	0
ENSG00000280085	0	2
ENSG00000255143	0	1
ENSG00000170967	1	4
ENSG00000250519	48	4
ENSG00000255515	0	9
ENSG00000149972	1	3
ENSG00000255039	0	0
ENSG00000255184	0	0
ENSG00000256469	7	2
ENSG00000077498	0	0
ENSG00000254677	0	19
ENSG00000287802	0	0
ENSG00000279454	0	0
ENSG00000254599	0	0
ENSG00000277459	0	0
ENSG00000255403	0	0
ENSG00000254758	1	0
ENSG00000213275	5	249
ENSG00000255329	2	1
ENSG00000118113	53	261
ENSG00000256441	1	1
ENSG00000274486	0	1
ENSG00000254748	21	100
ENSG00000254794	0	0
ENSG00000279697	0	0
ENSG00000278879	60	21
ENSG00000255980	9	0
ENSG00000254580	0	0
ENSG00000277984	0	0
ENSG00000285835	0	1
ENSG00000077616	209	59
ENSG00000137691	0	0
ENSG00000250946	0	0
ENSG00000255102	0	0
ENSG00000123901	458	1
ENSG00000280093	0	0
ENSG00000137675	0	2
ENSG00000255256	0	0
ENSG00000255353	2	1
ENSG00000182359	131	161
ENSG00000165895	712	91
ENSG00000204455	0	0
ENSG00000168876	2051	1177
ENSG00000224829	7	90
ENSG00000254916	0	0
ENSG00000255059	22	522
ENSG00000255360	0	0
ENSG00000254751	0	0
ENSG00000254500	4	2
ENSG00000255230	1	0
ENSG00000255009	0	0
ENSG00000231726	6	13
ENSG00000270449	0	1
ENSG00000254818	0	0
ENSG00000254617	0	1
ENSG00000279836	2	0
ENSG00000270753	0	0
ENSG00000023445	3365	1471
ENSG00000149289	38612	277
ENSG00000254792	0	1
ENSG00000086991	2	1
ENSG00000255337	60	18
ENSG00000173156	0	11
ENSG00000255345	4	0
ENSG00000287028	0	0
ENSG00000274584	34	35
ENSG00000255183	0	0
ENSG00000280167	105	3
ENSG00000279701	0	0
ENSG00000240698	1	0
ENSG00000254911	166	126
ENSG00000255376	0	0
ENSG00000254811	0	0
ENSG00000255471	0	0
ENSG00000234751	38	475
ENSG00000255285	0	0
ENSG00000280124	0	0
ENSG00000254587	0	0
ENSG00000254902	0	0
ENSG00000261594	14	2
ENSG00000279209	0	0
ENSG00000179331	41	2
ENSG00000255380	0	0
ENSG00000255541	0	2
ENSG00000284057	1	0
ENSG00000110777	75	23
ENSG00000257012	0	0
ENSG00000256745	557	803
ENSG00000042429	2896	846
ENSG00000255028	210	0
ENSG00000183560	1	0
ENSG00000213368	13	15
ENSG00000181333	3	6
ENSG00000255548	3	4
ENSG00000261098	27	12
ENSG00000255170	0	0
ENSG00000149218	613	281
ENSG00000286555	49	13
ENSG00000214376	3	0
ENSG00000255210	7	4
ENSG00000255653	0	1
ENSG00000137486	6503	893
ENSG00000257057	97	0
ENSG00000168930	0	0
ENSG00000260008	0	0
ENSG00000014138	290	166
ENSG00000134612	0	23
ENSG00000278953	0	1
ENSG00000235286	8	3
ENSG00000123892	81	238
ENSG00000069482	0	11
ENSG00000279248	0	0
ENSG00000254987	2	4
ENSG00000287846	1	0
ENSG00000270179	9	5
ENSG00000271600	0	0
ENSG00000255282	0	1
ENSG00000137673	16	12
ENSG00000110660	2554	753
ENSG00000137674	0	0
ENSG00000285842	0	2
ENSG00000269895	1	2
ENSG00000255332	1	0
ENSG00000255893	167	24
ENSG00000279056	0	0
ENSG00000054967	2742	735
ENSG00000247137	87	1118
ENSG00000255501	1	1
ENSG00000254650	0	0
ENSG00000166575	1539	695
ENSG00000165494	16071	645
ENSG00000255547	1	12
ENSG00000137672	0	4
ENSG00000137707	3	1
ENSG00000254830	0	0
ENSG00000137693	3	0
ENSG00000173442	22458	640
ENSG00000280339	1	0
ENSG00000075388	0	0
ENSG00000234376	0	0
ENSG00000227615	1247	926
ENSG00000173120	21100	1270
ENSG00000255316	0	0
ENSG00000152404	694	436
ENSG00000271584	48	4
ENSG00000255554	6	0
ENSG00000227620	15	24
ENSG00000255516	0	0
ENSG00000255486	0	0
ENSG00000255129	1	2
ENSG00000288012	17	54
ENSG00000137731	17	1
ENSG00000254434	0	0
ENSG00000178105	1990	1364
ENSG00000282834	0	1
ENSG00000254939	1	29
ENSG00000189253	1	0
ENSG00000239354	0	0
ENSG00000170290	1	0
ENSG00000254436	0	0
ENSG00000170903	1146	303
ENSG00000254730	3	1
ENSG00000270868	0	0
ENSG00000256916	0	0
ENSG00000248027	0	0
ENSG00000110723	166	81
ENSG00000288538	100	8
ENSG00000170962	1407	894
ENSG00000254659	225	1
ENSG00000255205	0	0
ENSG00000255070	1	3
ENSG00000254604	17	5
ENSG00000166266	2084	1102
ENSG00000168010	19606	4752
ENSG00000240652	123	151
ENSG00000286345	0	0
ENSG00000213252	8	74
ENSG00000137713	567	976
ENSG00000254785	0	0
ENSG00000255606	0	0
ENSG00000254980	0	0
ENSG00000254963	0	0
ENSG00000255428	0	0
ENSG00000142186	3982	1430
ENSG00000255173	0	0
ENSG00000254798	1	0
ENSG00000245248	4	21
ENSG00000255065	0	0
ENSG00000255666	14	0
ENSG00000110721	2480	923
ENSG00000166682	15	5
ENSG00000110675	1	2
ENSG00000196167	1	3
ENSG00000255022	0	0
ENSG00000257087	0	4
ENSG00000255528	0	0
ENSG00000255478	10	0
ENSG00000255200	120	259
ENSG00000254555	0	0
ENSG00000256928	0	0
ENSG00000177103	9	0
ENSG00000170209	3	2
ENSG00000110237	1023	723
ENSG00000254416	2	3
ENSG00000256717	0	0
ENSG00000254558	0	0
ENSG00000254422	0	0
ENSG00000254511	0	0
ENSG00000225215	4	57
ENSG00000254851	294	154
ENSG00000255149	0	0
ENSG00000255429	0	0
ENSG00000255241	2	0
ENSG00000137491	1	1
ENSG00000166439	3641	136
ENSG00000198382	7385	967
ENSG00000270202	0	0
ENSG00000227376	148	8800
ENSG00000213287	2	12
ENSG00000110057	8443	793
ENSG00000254484	15	25
ENSG00000254702	0	1
ENSG00000162300	1004	151
ENSG00000254676	179	3
ENSG00000233497	11	5
ENSG00000118363	2472	2899
ENSG00000254420	3	5
ENSG00000245148	28	0
ENSG00000269939	0	0
ENSG00000261347	0	0
ENSG00000250390	3	3
ENSG00000173456	1091	1155
ENSG00000287245	124	2
ENSG00000255014	0	69
ENSG00000224776	55	0
ENSG00000270969	0	0
ENSG00000204449	0	0
ENSG00000166002	44	169
ENSG00000149313	1956	945
ENSG00000176973	491	317
ENSG00000082175	2	0
ENSG00000286028	0	0
ENSG00000247416	2	2
ENSG00000255239	0	0
ENSG00000149380	8	7
ENSG00000257101	0	2
ENSG00000255005	0	0
ENSG00000254506	2	1
ENSG00000152558	24242	10740
ENSG00000255580	0	0
ENSG00000255483	0	0
ENSG00000255903	1	0
ENSG00000285568	0	0
ENSG00000255245	0	0
ENSG00000254844	2	0
ENSG00000254944	0	0
ENSG00000074201	5936	2903
ENSG00000149823	6760	2748
ENSG00000279818	1	0
ENSG00000149792	2486	1144
ENSG00000254740	0	4
ENSG00000150687	9	86
ENSG00000283483	0	0
ENSG00000288047	0	0
ENSG00000256091	0	15
ENSG00000160172	174	212
ENSG00000255435	31	10
ENSG00000255502	0	0
ENSG00000110367	19666	3008
ENSG00000287556	0	0
ENSG00000228607	0	0
ENSG00000254850	0	1
ENSG00000286731	1	0
ENSG00000271022	0	0
ENSG00000254509	0	0
ENSG00000170145	2833	97
ENSG00000149212	397	1163
ENSG00000227487	0	0
ENSG00000254478	0	0
ENSG00000245385	0	0
ENSG00000214290	0	0
ENSG00000243669	0	0
ENSG00000241170	83	24
ENSG00000255605	1	0
ENSG00000223709	0	0
ENSG00000279793	0	2
ENSG00000255409	18	13
ENSG00000256452	5	0
ENSG00000271390	9	2
ENSG00000270423	15	0
ENSG00000285813	101	4
ENSG00000256448	3	1
ENSG00000255689	0	0
ENSG00000254968	0	3
ENSG00000255246	0	0
ENSG00000095139	5006	2136
ENSG00000285769	0	0
ENSG00000166900	2129	1071
ENSG00000174804	5	0
ENSG00000109944	57	501
ENSG00000255093	0	0
ENSG00000235718	1	0
ENSG00000186642	2	13
ENSG00000272575	0	0
ENSG00000137714	1626	1187
ENSG00000255299	6	3
ENSG00000243777	39	299
ENSG00000137699	1	3
ENSG00000288020	0	0
ENSG00000244134	4	4
ENSG00000255599	0	8
ENSG00000175213	2325	747
ENSG00000244400	0	0
ENSG00000270510	0	0
ENSG00000254880	0	0
ENSG00000279353	1	0
ENSG00000152578	3	0
ENSG00000286023	0	0
ENSG00000196914	4484	585
ENSG00000227125	0	0
ENSG00000246790	9	18
ENSG00000254863	0	0
ENSG00000255094	1	0
ENSG00000254455	0	17
ENSG00000255422	1	0
ENSG00000259571	0	0
ENSG00000254697	1	0
ENSG00000244641	0	31
ENSG00000254823	0	0
ENSG00000256167	493	1615
ENSG00000154144	3378	1508
ENSG00000154146	614	155
ENSG00000255011	0	0
ENSG00000260254	0	0
ENSG00000255327	0	0
ENSG00000255074	18	55
ENSG00000282728	0	1
ENSG00000134333	26513	22375
ENSG00000137642	20953	14757
ENSG00000254429	0	0
ENSG00000196323	7084	1131
ENSG00000134940	33	9
ENSG00000245552	53	396
ENSG00000255055	0	1
ENSG00000187686	0	4
ENSG00000255455	0	0
ENSG00000240121	0	2
ENSG00000288528	5	45
ENSG00000256422	4	3
ENSG00000110013	980	650
ENSG00000254534	0	0
ENSG00000149582	220	643
ENSG00000255255	1	1
ENSG00000227593	0	0
ENSG00000237612	0	0
ENSG00000255786	1	1
ENSG00000109943	360	4
ENSG00000109971	35602	8399
ENSG00000236437	0	0
ENSG00000118058	17774	1657
ENSG00000273003	7	0
ENSG00000285825	16	23
ENSG00000043039	1	0
ENSG00000254561	1	6
ENSG00000254616	4	0
ENSG00000250303	74	44
ENSG00000287238	6	14
ENSG00000241097	1	0
ENSG00000286943	4	7
ENSG00000255216	0	0
ENSG00000166250	7	11
ENSG00000175773	32	7
ENSG00000243431	108	182
ENSG00000279771	0	0
ENSG00000255870	0	0
ENSG00000279046	0	0
ENSG00000233541	1	0
ENSG00000110066	3147	1700
ENSG00000256315	0	1
ENSG00000255710	8	1
ENSG00000213233	0	0
ENSG00000149557	56	8
ENSG00000255155	0	0
ENSG00000255045	3	32
ENSG00000091664	1	0
ENSG00000255358	2	17
ENSG00000204456	0	0
ENSG00000286497	0	0
ENSG00000255087	0	2
ENSG00000121621	479	153
ENSG00000149256	1	0
ENSG00000246174	94	34
ENSG00000151500	1525	1837
ENSG00000255545	1	2
ENSG00000245498	135	29
ENSG00000271318	0	38
ENSG00000204241	19	10
ENSG00000176302	5	0
ENSG00000223953	0	0
ENSG00000149548	546	212
ENSG00000288097	0	0
ENSG00000254621	4	0
ENSG00000231698	0	0
ENSG00000285909	46	69
ENSG00000286044	0	0
ENSG00000279090	0	0
ENSG00000255015	0	0
ENSG00000110400	913	135
ENSG00000279342	153	4
ENSG00000254515	0	0
ENSG00000255475	0	0
ENSG00000255220	3	25
ENSG00000281097	0	0
ENSG00000278945	0	0
ENSG00000154127	39765	411
ENSG00000254590	0	3
ENSG00000255342	0	0
ENSG00000250073	4	10
ENSG00000255348	5	1
ENSG00000236616	0	1
ENSG00000281386	0	0
ENSG00000279117	0	0
ENSG00000254407	0	0
ENSG00000236129	0	0
ENSG00000255371	0	0
ENSG00000254941	0	0
ENSG00000204300	0	0
ENSG00000131620	7	0
ENSG00000256281	0	0
ENSG00000019144	239	47
ENSG00000019102	38	25
ENSG00000278376	47	107
ENSG00000255344	0	0
ENSG00000254551	3	37
ENSG00000036672	15	7
ENSG00000286374	0	0
ENSG00000134917	15	2
ENSG00000134910	9432	2842
ENSG00000241020	0	0
ENSG00000254854	5	8
